token	corpus_slbl_historique	corpus_discours
克里米亚半岛	2	0
两浙	2	0
其俗	2	0
加上	2	0
43	2	0
壶	2	0
出土文物	2	0
实为	2	0
布	2	0
服装	2	0
成批生产	2	0
动乱	2	0
索尔	2	0
季风	2	0
东面	2	0
买	2	0
Hill	2	0
狄俄斯	2	0
中南	2	0
据此	2	0
产自	2	0
至康居	2	0
弟弟	2	0
其西迁	2	0
艰难	2	0
授	2	0
清真寺	2	0
28	2	0
长时间	2	0
洲	2	0
乡	2	0
谢罪	2	0
by	2	0
碑	2	0
大唐	2	0
应有	2	0
编著	2	0
故称	2	0
金城	2	0
交流史	2	0
自此	2	0
数百	2	0
海陆	2	0
乳香	2	0
⑤	2	0
车师前	2	0
简单	2	0
3169	2	0
译	2	0
边关	2	0
使臣	2	0
贩卖	2	0
航道	2	0
浮屠	2	0
3901	2	0
内河	2	0
南北方	2	0
光塔	2	0
佉	2	0
相传	2	0
周围	2	0
人面	2	0
五十里	2	0
而后	2	0
数千	2	0
161	2	0
Ⅶ	2	0
泾川	2	0
蛾	2	0
松香	2	0
断绝关系	2	0
咬破	2	0
梳理	2	0
yarn	2	0
Tam	2	0
三百	2	0
瓦当	2	0
之名	2	0
松油	2	0
水	2	0
人民网	2	0
版图	2	0
正仓院	2	0
诸蕃	2	0
频道	2	0
往来于	2	0
炫耀	2	0
明帝	2	0
揭开	2	0
Narain	2	0
树叶	2	0
香草	2	0
都尉	2	0
元狩	2	0
肇始	2	0
汉成帝	2	0
兴建	2	0
破	2	0
据说	2	0
旅行者	2	0
驱逐	2	0
楚王	2	0
哪些	2	0
持久	2	0
大兵	2	0
历史学家	2	0
汉哀帝	2	0
曰	2	0
空前	2	0
求法	2	0
OF	2	0
24	2	0
奇物	2	0
晚期	2	0
topaz	2	0
雏形	2	0
von	2	0
勃兴	2	0
五里	2	0
金	2	0
地处	2	0
寻求	2	0
船只	2	0
44	2	0
实地	2	0
向上	2	0
附	2	0
⑦	2	0
渚	2	0
54	2	0
阿拉伯半岛	2	0
传至	2	0
碎片	2	0
接	2	0
特	2	0
相接	2	0
方士	2	0
浙江	2	0
45	2	0
身份	2	0
海船	2	0
450	2	0
期	2	0
Publication	2	0
•	2	0
朝鲜	2	0
东岸	2	0
湖畔	2	0
地点	2	0
成海	2	0
兼	2	0
⑥	2	0
时属	2	0
改为	2	0
青铜器	2	0
连	2	0
52	2	0
Sacarauli	2	0
Barygaza	2	0
测定	2	0
陆地	2	0
周边	2	0
带给	2	0
而度	2	0
开洋	2	0
118	2	0
致命	2	0
来看	2	0
畹	2	0
驴	2	0
斯里兰卡	2	0
归属	2	0
处理	2	0
根本	2	0
二十余	2	0
药材	2	0
称之为	2	0
有东	2	0
Pompeius	2	0
库尔勒	2	0
定为	2	0
亚那	2	0
锑	2	0
3882	2	0
最迟在	2	0
时合	2	0
宋末	2	0
杖	2	0
考古学家	2	0
绸缎	2	0
经商	2	0
同一	2	0
经渠	2	0
怎样	2	0
驶抵	2	0
Seidenstrasse	2	0
益州	2	0
丝带	2	0
吉林大学	2	0
苏厉	2	0
信道	2	0
红海	2	0
11.1	2	0
蛆	2	0
部分	2	0
该国	2	0
J	2	0
41.6	2	0
理由	2	0
看来	2	0
板	2	0
中部	2	0
史学	2	0
季羡林	2	0
王系	2	0
顺风	2	0
è	2	0
Seistan	2	0
King	2	0
有别	2	0
Great	2	0
一股	2	0
运来	2	0
Ferdinand	2	0
饲养	2	0
聚居	2	0
独文为	2	0
城镇	2	0
冒险	2	0
看上去	2	0
试图	2	0
庞大	2	0
42	2	0
古代文明	2	0
教徒	2	0
帝时	2	0
传回	2	0
⑧	2	0
90	2	0
受命	2	0
交趾	2	0
1987	2	0
图志	2	0
透过	2	0
迷失方向	2	0
早就	2	0
当年	2	0
87	2	0
咸海	2	0
三处	2	0
汇合	2	0
3889	2	0
依照	2	0
置	2	0
ji	2	0
家畜	2	0
阿列	2	0
宾之属	2	0
Ashoka	2	0
ā	2	0
4000	2	0
书籍	2	0
Indian	2	0
先进	2	0
纱	2	0
积极探索	2	0
侵占	2	0
产地	2	0
1943	2	0
山东	2	0
语焉不详	2	0
167	2	0
今属	2	0
之冕	2	0
雄黄	2	0
三史	2	0
狂热	2	0
高度发达	2	0
帽子	2	0
彼此间	2	0
女	2	0
查士丁	2	0
141	2	0
宋金	2	0
永元	2	0
明清	2	0
支那	2	0
白沙瓦	2	0
小亚细亚	2	0
船行	2	0
中央	2	0
数千里	2	0
3887	2	0
沙	2	0
托克马克	2	0
课题	2	0
蜀布	2	0
88	2	0
其国	2	0
102	2	0
本书	2	0
Alexander	2	0
大河	2	0
春秋时期	2	0
64	2	0
动物	2	0
贝鲁特	2	0
悬渡	2	0
铭	2	0
大于	2	0
废弃	2	0
78	2	0
前半期	2	0
换句话说	2	0
春秋战国	2	0
二世	2	0
楼船	2	0
Vol	2	0
上层	2	0
不止	2	0
Seleucid	2	0
作品	2	0
New	2	0
铭文	2	0
其二	2	0
海港	2	0
时分	2	0
耳闻目睹	2	0
演变	2	0
那些	2	0
话题	2	0
n	2	0
高超	2	0
亚	2	0
安定	2	0
一行	2	0
其国临	2	0
原因	2	0
树上	2	0
刺桐	2	0
可至	2	0
福建路	2	0
可靠	2	0
返回	2	0
Justinus	2	0
人之地	2	0
远洋航行	2	0
110	2	0
起着	2	0
安敦	2	0
可读	2	0
证据	2	0
控制权	2	0
交通要道	2	0
会稽	2	0
伊宁	2	0
松潘	2	0
牢固地	2	0
手工业	2	0
遣	2	0
乌鲁木齐	2	0
后世	2	0
忒	2	0
有过	2	0
诱惑力	2	0
宣慰	2	0
lycium	2	0
奢侈品	2	0
泰国	2	0
死	2	0
各段	2	0
相当规模	2	0
风气	2	0
国置	2	0
蒲寿庚	2	0
含义	2	0
Mukherjee	2	0
不程国	2	0
弱点	2	0
Epitome	2	0
西通	2	0
褐彩	2	0
油膏	2	0
刻	2	0
苏州	2	0
Gauranganath	2	0
en	2	0
足够	2	0
大多	2	0
②	2	0
吴国	2	0
启航	2	0
威尼斯	2	0
岭南	2	0
吞并	2	0
时机	2	0
纺织品	2	0
汉学家	2	0
天文学	2	0
陶壶	2	0
建造	2	0
宋	2	0
应为	2	0
坎大哈	2	0
铸造	2	0
除	2	0
97	2	0
卡	2	0
地貌	2	0
Pandya	2	0
29	2	0
接见	2	0
狭义	2	0
取而代之	2	0
地图	2	0
南入	2	0
盛唐	2	0
艰险	2	0
随后	2	0
末期	2	0
其钱	2	0
足见	2	0
外流	2	0
纤细	2	0
承认	2	0
Edicts	2	0
对象	2	0
童男	2	0
似	2	0
由汉	2	0
Panchalas	2	0
全盛时期	2	0
于康居	2	0
公墓	2	0
币	2	0
宾向	2	0
谢绝	2	0
河姆渡	2	0
蓬莱	2	0
赞成	2	0
World	2	0
92	2	0
替代	2	0
1974	2	0
①	2	0
僧人	2	0
半期	2	0
51	2	0
责编	2	0
柴达木盆地	2	0
属地	2	0
三十里	2	0
借	2	0
乘船	2	0
往	2	0
长盛不衰	2	0
两位	2	0
φ	2	0
之词	2	0
意味著	2	0
黄支	2	0
两条路线	2	0
丝织物	2	0
沿用至今	2	0
陶器	2	0
造船业	2	0
453	2	0
欧提德	2	0
Oxford	2	0
争论	2	0
龙涸	2	0
④	2	0
已知	2	0
三国志	2	0
大马士革	2	0
且	2	0
128	2	0
1989	2	0
研究成果	2	0
δ	2	0
皇道	2	0
宋齐梁	2	0
卑湿	2	0
clothing	2	0
购买	2	0
乘象	2	0
工商业	2	0
秦	2	0
北到	2	0
Seres	2	0
吉尔吉斯斯坦	2	0
来献	2	0
细薄	2	0
东郊	2	0
Rome	2	0
北线	2	0
达丽尔	2	0
入侵	2	0
罗	2	0
也许	2	0
]	2	0
中曾	2	0
吐蕃	2	0
thin	2	0
何时	2	0
多达	2	0
混同	2	0
布拉	2	0
图片	2	0
⑨	2	0
刻有	2	0
赵惠文	2	0
工艺	2	0
乌孙派	1	0
福斯塔	1	0
收集	1	0
由此可见	1	0
其兵弱	1	0
#	1	0
农民起义	1	0
犀角	1	0
晋安郡	1	0
前汉之时	1	0
123	1	0
三十年	1	0
哲学家	1	0
虎视眈眈	1	0
对汉	1	0
挖	1	0
勒	1	0
君主	1	0
盔	1	0
埃里	1	0
是不是	1	0
南迁	1	0
东进	1	0
beastcoins	1	0
Sacae	1	0
经之处	1	0
分水线	1	0
海西	1	0
捆	1	0
采	1	0
二百年	1	0
局限性	1	0
中多	1	0
清初	1	0
象林	1	0
历尽艰辛	1	0
地形	1	0
411	1	0
并流	1	0
西亚地区	1	0
Tarn	1	0
诏谕	1	0
可造	1	0
分崩离析	1	0
食	1	0
姆斯据	1	0
故据城	1	0
音	1	0
拒	1	0
贯朽	1	0
发觉	1	0
西扩	1	0
借此	1	0
七里	1	0
适航性	1	0
事件	1	0
豪绅	1	0
女神像	1	0
北与子合	1	0
素纱	1	0
应当	1	0
博斯普鲁斯海峡	1	0
之世	1	0
巨港	1	0
蓦	1	0
孟加拉	1	0
刘秀之子	1	0
得名	1	0
气象	1	0
宫廷	1	0
招募	1	0
565	1	0
州府	1	0
远处	1	0
零散	1	0
禅衣	1	0
拓至	1	0
耐渴	1	0
桃拔	1	0
西可达	1	0
数	1	0
华林寺	1	0
不算	1	0
注释	1	0
制御	1	0
即可	1	0
先是	1	0
时闽王	1	0
植桑	1	0
朝廷	1	0
1921	1	0
库	1	0
两大	1	0
贴切	1	0
克什米尔	1	0
立刻	1	0
滋益	1	0
详密	1	0
难点	1	0
稽	1	0
复合词	1	0
银器	1	0
贸易规模	1	0
南越国	1	0
提供者	1	0
金线	1	0
建	1	0
Calcutta	1	0
推想	1	0
桑	1	0
夷洲	1	0
非三	1	0
Budhist	1	0
产自今	1	0
名堂	1	0
日前	1	0
设置	1	0
以岁	1	0
该书	1	0
斯人	1	0
蒙元	1	0
Greek	1	0
软禁	1	0
朝	1	0
欲望	1	0
三流	1	0
可归为	1	0
托克玛	1	0
艳后	1	0
大众	1	0
贾因	1	0
统称	1	0
Pass	1	0
神秘	1	0
蜿蜒	1	0
危	1	0
此论	1	0
贫	1	0
界碑	1	0
南至	1	0
154	1	0
coins	1	0
绝佳	1	0
三位	1	0
占城	1	0
325	1	0
倾	1	0
兼并	1	0
'	1	0
断	1	0
211	1	0
clover	1	0
中印	1	0
六盘山	1	0
箫条	1	0
配偶	1	0
艺文志	1	0
多于	1	0
征收	1	0
甘愿	1	0
湛离	1	0
单列	1	0
永建	1	0
夏国	1	0
继	1	0
挖掘出	1	0
无失	1	0
世家	1	0
正法	1	0
参照	1	0
吴兴县	1	0
地区性	1	0
Paris	1	0
782	1	0
物种	1	0
僧侣	1	0
THESILKROAD	1	0
治国安邦	1	0
捐资	1	0
托勒密	1	0
No.1111	1	0
485	1	0
不愿	1	0
府库	1	0
后克利	1	0
Ancient	1	0
Antiquity	1	0
命人	1	0
匿名	1	0
1865	1	0
法令	1	0
阿里卡	1	0
他顾	1	0
用帛	1	0
算	1	0
苏丹	1	0
茧丝	1	0
博士生	1	0
身躯	1	0
之西	1	0
皮	1	0
便捷性	1	0
巨著	1	0
自商	1	0
染上	1	0
普通人	1	0
适中	1	0
令统	1	0
1862	1	0
旗帜	1	0
靠北	1	0
Phuryni	1	0
酒类	1	0
翻	1	0
必然	1	0
来远亭	1	0
数十吨	1	0
角落	1	0
船型	1	0
邪张	1	0
Merchant	1	0
这使	1	0
旋	1	0
麦积山	1	0
珠宝	1	0
分子	1	0
大型化	1	0
颇具规模	1	0
设法	1	0
甲骨文	1	0
城主之子	1	0
宝	1	0
宾之地	1	0
括号	1	0
可说是	1	0
远距离	1	0
徼	1	0
明州诣	1	0
虽不附	1	0
就读	1	0
广地	1	0
犀牛	1	0
南安	1	0
虚称	1	0
光武十王	1	0
盐	1	0
巴克特	1	0
甘和沙	1	0
知之甚少	1	0
物质交流	1	0
画版	1	0
需	1	0
懸	1	0
288	1	0
山西省	1	0
牙角到	1	0
初期	1	0
就断	1	0
邻国	1	0
迫切	1	0
行香碑	1	0
中越	1	0
席	1	0
1951	1	0
瀛洲	1	0
史册	1	0
接近	1	0
十余丈	1	0
治国	1	0
毡	1	0
或许	1	0
开元	1	0
首领	1	0
水晶石	1	0
引申	1	0
其使	1	0
Kandy	1	0
获取	1	0
Kujula	1	0
Pasiana	1	0
林	1	0
Takto	1	0
Polybius	1	0
局部地区	1	0
故土	1	0
儋耳	1	0
无色	1	0
萨克	1	0
or	1	0
通汉	1	0
当代	1	0
介入	1	0
鄙廪	1	0
消失	1	0
不同之处	1	0
皇权	1	0
沿海经济	1	0
组成	1	0
毾	1	0
实力	1	0
细绢	1	0
美	1	0
蚕神献丝	1	0
较浅	1	0
纱料	1	0
航抵	1	0
STUDY	1	0
但纳拉因	1	0
社会科学	1	0
某个	1	0
新知	1	0
坎贝湾	1	0
专卖	1	0
分水	1	0
于阗道	1	0
九	1	0
旅游区	1	0
有些	1	0
八景	1	0
依	1	0
唐船	1	0
都督府	1	0
从伯朗关	1	0
普遍存在	1	0
二十余日	1	0
章帝章	1	0
拘禁	1	0
郡发	1	0
Han	1	0
忘记	1	0
水陆交通	1	0
铜镜	1	0
可查	1	0
祭祀	1	0
大洲	1	0
建安	1	0
室	1	0
谦恭	1	0
波利斯	1	0
交替	1	0
tortoise	1	0
劳役	1	0
故谚	1	0
佛	1	0
新疆省	1	0
政治形势	1	0
Schoff	1	0
关系史	1	0
运入	1	0
Alexanderia	1	0
向南	1	0
由西向东	1	0
近距离	1	0
左边	1	0
Sea	1	0
790	1	0
1191	1	0
527	1	0
每磅	1	0
鱼	1	0
名僧	1	0
逐出	1	0
大本营	1	0
438	1	0
刊发	1	0
钦州	1	0
应经	1	0
转眼	1	0
领略	1	0
来语	1	0
导师	1	0
互相	1	0
奥巴	1	0
进而	1	0
可行	1	0
隋朝	1	0
如云	1	0
物质基础	1	0
这支	1	0
INTEGRAL	1	0
Map	1	0
Phryni	1	0
西迁	1	0
古称	1	0
转销	1	0
答应	1	0
as	1	0
开边	1	0
增减	1	0
哈密瓜	1	0
Broach	1	0
辖	1	0
不足为奇	1	0
主张	1	0
一切都在	1	0
也就是说	1	0
御道	1	0
南缘	1	0
费卢杰	1	0
魏略	1	0
恰恰	1	0
问佛道	1	0
毛毡	1	0
绿斑	1	0
八个	1	0
战记	1	0
弱则	1	0
环	1	0
忽必烈	1	0
最能体现	1	0
一方面	1	0
巷	1	0
打仗	1	0
八百	1	0
Marcus	1	0
plate	1	0
横行	1	0
葛尔	1	0
南障	1	0
批塞人	1	0
这则	1	0
Harappa	1	0
景卢受	1	0
甚	1	0
Nelcynda	1	0
外运	1	0
取高	1	0
登船	1	0
心中	1	0
乌即	1	0
ivory	1	0
共有	1	0
略大	1	0
污水	1	0
over	1	0
大君	1	0
这令	1	0
狄奥多	1	0
元帝	1	0
figured	1	0
篡位	1	0
二是	1	0
经久不衰	1	0
文明古国	1	0
自治	1	0
Society	1	0
Barbaricum	1	0
业已	1	0
围攻	1	0
财力物力	1	0
Kuhrt	1	0
宜官	1	0
侯官	1	0
3886	1	0
宾复	1	0
Muziris	1	0
2.9	1	0
回报	1	0
梁二平	1	0
沙林	1	0
白草	1	0
发行人	1	0
土生	1	0
综述	1	0
随行人员	1	0
生产成本	1	0
Aurel	1	0
没人敢	1	0
之初	1	0
桥船	1	0
湿热	1	0
彼时	1	0
迷恋着	1	0
海中	1	0
可见一斑	1	0
款	1	0
例子	1	0
陷于	1	0
有根有据	1	0
织物	1	0
哈拉帕	1	0
惨败	1	0
Dynasty	1	0
realgar	1	0
无牛	1	0
自然经济	1	0
击破	1	0
帮忙	1	0
科尼亚	1	0
沙埋	1	0
吕西斯	1	0
没人	1	0
刺史	1	0
cinapatta	1	0
护卫	1	0
加工型	1	0
铁和钢	1	0
平坦	1	0
劳狄凯亚	1	0
Battleof	1	0
变态	1	0
交通史	1	0
一时间	1	0
掳	1	0
论文集	1	0
转引	1	0
幸运	1	0
植物	1	0
朝鲜半岛	1	0
地下	1	0
傅毅	1	0
旅居	1	0
碳化	1	0
沿此	1	0
111	1	0
悉有	1	0
1st	1	0
头戴	1	0
Chap	1	0
清真	1	0
汉和帝	1	0
符拔	1	0
南端	1	0
法从	1	0
古代史	1	0
N	1	0
学界	1	0
西线	1	0
王大惊	1	0
背后	1	0
Ujjain	1	0
皇家	1	0
67	1	0
乘	1	0
升降	1	0
皇族	1	0
有元	1	0
中国北方地区	1	0
轻	1	0
htm	1	0
三种	1	0
康居复	1	0
风俗	1	0
马钱	1	0
指出	1	0
此为	1	0
一落千丈	1	0
巨万	1	0
39.49	1	0
大部	1	0
双峰骆驼	1	0
中山	1	0
条称	1	0
诸王	1	0
从天而降	1	0
实国	1	0
富商巨贾	1	0
考辨	1	0
对付	1	0
乌音	1	0
自然力	1	0
尖底	1	0
神爵	1	0
无国	1	0
屡居此	1	0
传来	1	0
手捧着	1	0
from	1	0
road	1	0
287	1	0
肃州	1	0
柱础	1	0
蚕卵	1	0
荒野	1	0
甘英	1	0
灵活	1	0
精锐	1	0
至兴	1	0
绮	1	0
并行	1	0
高昂	1	0
Jade	1	0
Orientales	1	0
Cinapatta	1	0
为名	1	0
单独	1	0
减少	1	0
奈良市	1	0
对应	1	0
李延孝	1	0
但此	1	0
中文	1	0
家小	1	0
西到	1	0
界河	1	0
力劝	1	0
孜孜不倦	1	0
形变	1	0
外奴	1	0
希至	1	0
率领	1	0
喇	1	0
小异	1	0
四道	1	0
渗入	1	0
彼方	1	0
皮宗驶达	1	0
兽皮	1	0
此洲	1	0
文雅	1	0
送给	1	0
anythinganywhere	1	0
秦通	1	0
珍品	1	0
应募	1	0
3885	1	0
婼	1	0
一半	1	0
前述	1	0
口授	1	0
几份	1	0
厘耶是	1	0
托斯	1	0
单峰骆驼	1	0
筋	1	0
1277	1	0
率先	1	0
译文	1	0
臣固	1	0
边上	1	0
--	1	0
tr	1	0
外涂	1	0
相当程度	1	0
做过	1	0
盖为	1	0
摘下	1	0
四王	1	0
多有	1	0
1176	1	0
Wheel	1	0
1905	1	0
故地	1	0
多为	1	0
充斥	1	0
事实上	1	0
湄南河	1	0
实则	1	0
一百五十里	1	0
五百余万	1	0
经高昌	1	0
葡萄牙	1	0
两宋时	1	0
流沙	1	0
声誉	1	0
地运来	1	0
飞速发展	1	0
官券	1	0
Moralia	1	0
时泉	1	0
陆道	1	0
先贤	1	0
烟消云散	1	0
腹地	1	0
弊政	1	0
收藏	1	0
随商	1	0
出手	1	0
戴	1	0
鲜鱼	1	0
汉军	1	0
列举	1	0
属会	1	0
建都	1	0
弄	1	0
发	1	0
还建	1	0
南至海	1	0
椟	1	0
银色	1	0
各异	1	0
数次	1	0
不避	1	0
色	1	0
热情	1	0
Von	1	0
不道德	1	0
Death	1	0
行政	1	0
私营	1	0
跨度	1	0
王作宝	1	0
检查	1	0
世系	1	0
安全性	1	0
诸香	1	0
幅宽	1	0
安置	1	0
越走越远	1	0
错译	1	0
僭	1	0
由海道	1	0
在此之前	1	0
苏萨	1	0
采集	1	0
三洲	1	0
稳固	1	0
失落	1	0
残骸	1	0
再发	1	0
揣测	1	0
东界	1	0
冯恩学	1	0
六个月	1	0
船纹	1	0
确非	1	0
解读	1	0
柔韧	1	0
五部	1	0
远古	1	0
indo	1	0
狄奥希索斯	1	0
清净寺	1	0
万平方公里	1	0
分置	1	0
初唐	1	0
颜料	1	0
联想	1	0
无常	1	0
唆	1	0
结构合理	1	0
运载工具	1	0
东下	1	0
需求	1	0
散居	1	0
Bolan	1	0
宾当	1	0
人参	1	0
踏出来	1	0
近来	1	0
正奉	1	0
阿斯特拉罕	1	0
往东	1	0
腰带	1	0
东端	1	0
尝居赛	1	0
王延彬任	1	0
新修	1	0
搞混	1	0
乳钉	1	0
褐绿斑	1	0
东北亚	1	0
四处	1	0
可种	1	0
阿拉伯文	1	0
Osmund	1	0
蜀物	1	0
168	1	0
四月	1	0
其西则	1	0
四十里	1	0
男士	1	0
鲜亮	1	0
二部	1	0
易名	1	0
匈	1	0
百石	1	0
备受	1	0
复沿	1	0
敌意	1	0
2919	1	0
storax	1	0
周回	1	0
外戚	1	0
法门寺	1	0
Chronology	1	0
许许多多	1	0
键	1	0
时刻	1	0
终究	1	0
纤维	1	0
次	1	0
勿	1	0
种桑	1	0
携	1	0
始信	1	0
更令	1	0
阻塞	1	0
莱利	1	0
中称	1	0
父亲	1	0
故得名	1	0
一下子	1	0
瞭解	1	0
更远	1	0
成年人	1	0
郁林	1	0
相对而言	1	0
帝纪	1	0
远道而来	1	0
年底	1	0
~	1	0
人称	1	0
懊悔	1	0
柏孜	1	0
行时	1	0
停顿	1	0
原产地	1	0
339	1	0
乾果	1	0
李处	1	0
raisonn	1	0
缫得	1	0
Reynal	1	0
叹为观止	1	0
Aurelius	1	0
387	1	0
街上	1	0
宋为始	1	0
却是	1	0
最上	1	0
总督	1	0
coinpics	1	0
清康熙	1	0
忽视	1	0
西洋	1	0
通常	1	0
欲拔	1	0
危之虑	1	0
邛竹杖	1	0
钱财	1	0
理所当然	1	0
塔吉克斯坦	1	0
弹性	1	0
同等	1	0
时任	1	0
塔克拉玛干	1	0
凡	1	0
821D	1	0
一篮	1	0
九个	1	0
汉时	1	0
家蚕	1	0
历	1	0
何来	1	0
从何而来	1	0
未尝	1	0
绞尽脑汁	1	0
燃料	1	0
防止	1	0
上刻	1	0
需要量	1	0
可信度	1	0
名列前茅	1	0
一一	1	0
魏书	1	0
耐饿	1	0
海丝主港	1	0
nard	1	0
利者	1	0
于武帝	1	0
译出	1	0
Spalyrios	1	0
蚕神	1	0
执政	1	0
别称	1	0
时代风貌	1	0
以讹传讹	1	0
辽	1	0
海岸线	1	0
Burstein	1	0
胸披	1	0
钺	1	0
勃泥	1	0
拿出	1	0
Amorgiam	1	0
323	1	0
做出	1	0
赫尔曼	1	0
Andhran	1	0
而绝	1	0
外衣	1	0
入海口	1	0
即位	1	0
盛装	1	0
反过来	1	0
故行	1	0
俘虏	1	0
闽	1	0
天圣	1	0
四人	1	0
中国社会科学出版社	1	0
1229	1	0
唐景云	1	0
内陆	1	0
靛蓝色	1	0
南州	1	0
泰彦	1	0
宗绍兴	1	0
有趣	1	0
4700	1	0
劫	1	0
Karyatid	1	0
丹阳	1	0
342	1	0
可知	1	0
什切青	1	0
不管怎样	1	0
Seaby	1	0
怀柔	1	0
准确性	1	0
头皮	1	0
另一方面	1	0
行进	1	0
钱山漾	1	0
享有	1	0
山居	1	0
放任政策	1	0
全盛	1	0
唐舶	1	0
马六甲	1	0
收录	1	0
马王堆	1	0
同代人	1	0
实利	1	0
赤岗	1	0
贾贩	1	0
陈陈相因	1	0
校	1	0
以归	1	0
好多	1	0
尔	1	0
同时代	1	0
1032	1	0
必然结果	1	0
战事	1	0
王而置	1	0
近邻	1	0
1992	1	0
材料	1	0
屯奇	1	0
鼎盛时期	1	0
第一类	1	0
西西里	1	0
词汇	1	0
人给家足	1	0
126	1	0
尽	1	0
秦国	1	0
KY	1	0
临	1	0
庶民	1	0
王国势力	1	0
熠熠生辉	1	0
132	1	0
que	1	0
留有	1	0
军人	1	0
Inc	1	0
此城	1	0
如何	1	0
高山	1	0
次要	1	0
精制	1	0
高仙芝	1	0
祖先	1	0
非常高兴	1	0
挫折	1	0
上书	1	0
尽可能	1	0
基督教徒	1	0
神仙	1	0
州治	1	0
坠者	1	0
翻译	1	0
反	1	0
wine	1	0
所写	1	0
邓竹	1	0
中提	1	0
固守	1	0
79	1	0
二次	1	0
允准	1	0
原料	1	0
节目	1	0
其它	1	0
罕萨	1	0
逐利	1	0
巴特农	1	0
广州港	1	0
管治	1	0
水中	1	0
其父	1	0
Kamboja	1	0
北京大学出版社	1	0
天价	1	0
战争	1	0
陈	1	0
压缩	1	0
沿海港口	1	0
盖此	1	0
Sri	1	0
玉门	1	0
交市	1	0
或曰	1	0
Amorgis	1	0
王公	1	0
两翼	1	0
|	1	0
游船	1	0
产自现	1	0
三联书店	1	0
单向	1	0
光学	1	0
长江下游	1	0
斋戒	1	0
Pl	1	0
尚	1	0
深入人心	1	0
更形	1	0
穆格山	1	0
超而过	1	0
桑养蚕	1	0
286	1	0
减弱	1	0
不敢	1	0
缺乏	1	0
远东	1	0
熙熙攘攘	1	0
郭璞	1	0
Prince	1	0
Calcutta1912	1	0
比附	1	0
小步	1	0
库尔	1	0
上升	1	0
呈瓜状	1	0
浮雕	1	0
Pliny	1	0
711	1	0
布尔	1	0
绝迹	1	0
地球	1	0
所经	1	0
加害	1	0
专题研究	1	0
臣服	1	0
穆天子	1	0
Sardis	1	0
朔方	1	0
统计	1	0
纳拉因	1	0
最先	1	0
1985	1	0
南亚地区	1	0
结果表明	1	0
推知	1	0
Antoninus	1	0
货布	1	0
至迟	1	0
布哈拉	1	0
金银铜铁	1	0
res	1	0
饮	1	0
附地	1	0
支出	1	0
从皮	1	0
尘封	1	0
风靡	1	0
每当	1	0
吧	1	0
舟师	1	0
穆罕默德	1	0
扫荡	1	0
Ocean	1	0
休循	1	0
此国	1	0
远达	1	0
轨迹	1	0
哥特	1	0
玉髓	1	0
1995	1	0
虚饰	1	0
民则	1	0
俱	1	0
合谋	1	0
闽越	1	0
民巧	1	0
Ⅹ	1	0
金所	1	0
沧州	1	0
游牧部落	1	0
日夜兼程	1	0
汗	1	0
生产能力	1	0
推定	1	0
无果	1	0
怨恨	1	0
清代	1	0
知其	1	0
嫘祖	1	0
事实	1	0
双向	1	0
开元寺	1	0
bu	1	0
蒂尔	1	0
所著	1	0
Hecatompylos	1	0
阿拉伯海	1	0
献丝	1	0
何乔远	1	0
非三洲	1	0
定海	1	0
胸	1	0
上衣	1	0
各条	1	0
数年	1	0
鱼米之乡	1	0
动脉	1	0
西夏	1	0
Beirut	1	0
浙江省	1	0
无边	1	0
攻克	1	0
大清	1	0
长史	1	0
帖	1	0
金银币	1	0
里亚蒂	1	0
富足	1	0
窃以为	1	0
飞跃	1	0
纹理	1	0
二贤	1	0
纺车	1	0
194	1	0
珠贝	1	0
武帝	1	0
看守	1	0
突破	1	0
动身	1	0
3164	1	0
书信	1	0
李绍潭	1	0
Yonaki	1	0
几代	1	0
简写	1	0
杨巨平	1	0
作坊	1	0
之康	1	0
军事力量	1	0
纳巴德	1	0
绣花	1	0
不复存在	1	0
称号	1	0
新奇	1	0
Watson	1	0
支	1	0
置身于	1	0
军于	1	0
玻璃器皿	1	0
维川县	1	0
周至	1	0
不仅如此	1	0
武器	1	0
为期	1	0
白色	1	0
艰难险阻	1	0
重仅	1	0
谈到	1	0
克山	1	0
所制	1	0
祈风	1	0
骚扰	1	0
称作	1	0
便捷	1	0
縣	1	0
大清国	1	0
电视台	1	0
夺回	1	0
Testament	1	0
延熹	1	0
内忧外患	1	0
逃出	1	0
随时随地	1	0
五千年	1	0
诸省	1	0
三十六	1	0
其乡慕	1	0
Gaofu	1	0
仍为	1	0
精湛	1	0
步入	1	0
Kushana	1	0
民俗	1	0
可惜	1	0
财	1	0
难以想象	1	0
元寿	1	0
Translated	1	0
想不到	1	0
翻开	1	0
女士	1	0
南门	1	0
东行	1	0
可考	1	0
荣耀	1	0
迁	1	0
邪	1	0
每发	1	0
累	1	0
壶式	1	0
瓜果	1	0
不通	1	0
极高	1	0
唐武德	1	0
雕文刻镂	1	0
蚕子	1	0
拆解	1	0
431	1	0
扶持	1	0
考察队	1	0
赫鲁德	1	0
为界	1	0
解作	1	0
千余年	1	0
赫卡	1	0
四路	1	0
并未	1	0
之东	1	0
派往	1	0
不时	1	0
肤浅	1	0
显学	1	0
侵	1	0
后渚港	1	0
扶风	1	0
坊	1	0
低微	1	0
章帝	1	0
浸泡	1	0
自日南	1	0
DIALOGUE	1	0
长洲岛	1	0
方丈	1	0
之粟	1	0
无力	1	0
